"","Subjects","Activities","tBodyAccMeanX","tBodyAccMeanY","tBodyAccMeanZ","tBodyAccStdX","tBodyAccStdY","tBodyAccStdZ","tGravityAccMeanX","tGravityAccMeanY","tGravityAccMeanZ","tGravityAccStdX","tGravityAccStdY","tGravityAccStdZ","tBodyAccJerkMeanX","tBodyAccJerkMeanY","tBodyAccJerkMeanZ","tBodyAccJerkStdX","tBodyAccJerkStdY","tBodyAccJerkStdZ","tBodyGyroMeanX","tBodyGyroMeanY","tBodyGyroMeanZ","tBodyGyroStdX","tBodyGyroStdY","tBodyGyroStdZ","tBodyGyroJerkMeanX","tBodyGyroJerkMeanY","tBodyGyroJerkMeanZ","tBodyGyroJerkStdX","tBodyGyroJerkStdY","tBodyGyroJerkStdZ","tBodyAccMagMean","tBodyAccMagStd","tGravityAccMagMean","tGravityAccMagStd","tBodyAccJerkMagMean","tBodyAccJerkMagStd","tBodyGyroMagMean","tBodyGyroMagStd","tBodyGyroJerkMagMean","tBodyGyroJerkMagStd","fBodyAccMeanX","fBodyAccMeanY","fBodyAccMeanZ","fBodyAccStdX","fBodyAccStdY","fBodyAccStdZ","fBodyAccJerkMeanX","fBodyAccJerkMeanY","fBodyAccJerkMeanZ","fBodyAccJerkStdX","fBodyAccJerkStdY","fBodyAccJerkStdZ","fBodyGyroMeanX","fBodyGyroMeanY","fBodyGyroMeanZ","fBodyGyroStdX","fBodyGyroStdY","fBodyGyroStdZ","fBodyAccMagMean","fBodyAccMagStd","fBodyBodyAccJerkMagMean","fBodyBodyAccJerkMagStd","fBodyBodyGyroMagMean","fBodyBodyGyroMagStd","fBodyBodyGyroJerkMagMean","fBodyBodyGyroJerkMagStd"
"11",2,"WALKING_DOWNSTAIRS",-0.142825892957447,-0.141673168808511,-0.130440471574468,-0.117401111191489,-0.125214382085106,-0.118208292659574,-0.119536403468085,-0.0962419830510638,-0.0928974759361702,-0.0993281731702128,-0.0719888285106383,-0.0712181805319149,-0.073233452106383,-0.0634860341617021,-0.0620093548425532,-0.0802274367021277,-0.0838904824893617,-0.0710969675957447,-0.108664797765957,-0.0974705646170213,-0.0778262014468085,-0.094337232787234,-0.101570319808511,-0.0652467332553192,-0.0231705931702128,-0.024890494,-0.0250577841489362,-0.0350647358510638,-0.0251992236170213,-0.0272339888085106,-0.0139217658085106,-0.0144643971276596,-0.0114347990212766,-0.0295338363617021,-0.0333132758085107,-0.0341082805106383,-0.0351235475319149,-0.0329776539148936,-0.031538777106383,-0.0248132537234043,-0.0171107434893617,-0.0211837136425532,-0.0179142310851064,-0.00777360757446809,-0.016367109,-0.0173704979787234,-0.0190211321276596,-0.0145332121276596,0.032749658106383,0.00476757923404255,-2.79710851063864e-05,-0.0222771295531915,-0.0456512699148936,-0.0524220026595745,-0.0490506428723404,-0.0464649568723404,-0.0495332509574468,-0.0515390658723404,-0.0492238627234043,-0.0415645815744681,-0.0261459581702128,-0.0223187728510638,-0.0256182188723404,-0.0287326804914894,-0.0332948339574468,-0.0769518735319149
"12",2,"WALKING_UPSTAIRS",0.011761914875,0.00345799164583333,0.00744496516666666,0.0154212156875,0.0293660886458333,0.032061179875,0.0283411330208333,0.04733923075,0.0523025251875,0.0540812539375,0.0297216788125,0.0559041565416667,0.0550450693333333,0.0300144511666667,0.026485948625,0.0530600555833333,0.0503382000833333,0.047574668275,0.05463353325,0.0750168455166667,0.071533186875,0.0850978556041667,0.0623363049166667,0.06788493,0.0383165241875,0.0532539720625,0.0371356405625,0.0340572362708333,0.0280011724166667,0.0313988789791667,0.0598895628125,0.0541019995833333,0.052277976125,0.0572654314583333,0.0373404889583333,0.0205435627083333,0.0245655212083333,0.0314175004583333,0.0271245442291667,0.0423985298125,0.0535395463958333,0.0491050731458333,0.0807063900208333,0.0442445783333333,0.0186503097708333,0.0179656795708333,-0.00526168052083333,-0.00573666264791667,-0.0189324182291667,-0.0206145812083333,-0.0195764375625,-0.00966248775,-0.0206610013958333,-0.0113794643958333,-0.0135229676458333,0.0676284502708333,0.0655026181041667,0.06217488125,0.0666383264375,0.0658945192916667,0.0851269104354167,0.0670293232916667,0.049961225375,0.0431529984375,0.00213477635208334,0.0156037042291667
"13",3,"LAYING",-0.582429686532258,-0.563454783793548,-0.591467424516129,-0.592321623740806,-0.605072818725806,-0.588351199935484,-0.590650467329032,-0.589633025306452,-0.629108806919355,-0.614687300387097,-0.615571100932258,-0.614546606585968,-0.611963749596774,-0.634466016870968,-0.637198386741936,-0.641177043387097,-0.6237752078,-0.620308459596774,-0.623786848516129,-0.610424356306452,-0.641264044564516,-0.628828957072581,-0.602452452112903,-0.607198524741935,-0.592487356548387,-0.576452432506452,-0.599124345516129,-0.592914922154839,-0.570093032501613,-0.551781653048387,-0.543204902882258,-0.563768319664516,-0.566256100983871,-0.603511483809677,-0.579574469375806,-0.590100713903226,-0.600116609325806,-0.609603483322581,-0.62958829233871,-0.643084095887097,-0.617885933290323,-0.635793546012903,-0.627928007377419,-0.635797261498387,-0.630572171,-0.636818795227419,-0.610198032306452,-0.587581588935484,-0.591345413774194,-0.586150055023387,-0.581800635580645,-0.590800888180645,-0.592794127783871,-0.600162025753226,-0.602891901225806,-0.553204296870968,-0.576377792630645,-0.581081170483871,-0.549522199129032,-0.527310725806452,-0.520841201709677,-0.535462426600645,-0.557392010596774,-0.574805204806452,-0.577671502112903,-0.56585837
"14",3,"SITTING",-0.658474885038462,-0.653425641307692,-0.654136652796154,-0.657379786384615,-0.659473880403846,-0.658136469826923,-0.632092782288462,-0.647998553846154,-0.640622273632692,-0.625409120678846,-0.601253199365385,-0.630366378615385,-0.631930102538461,-0.634556767472692,-0.614956952288462,-0.626174713526923,-0.633015014365385,-0.658743622303846,-0.652672933605769,-0.630827812942308,-0.633632206767308,-0.602192146942308,-0.621249617573077,-0.626057403011538,-0.621455486673077,-0.597543528269231,-0.619118097615385,-0.631798236317308,-0.612830016898269,-0.611650484884615,-0.633633601442308,-0.653126240326923,-0.664103784211538,-0.625754488830769,-0.635177491326923,-0.647236556384615,-0.648226814038461,-0.618848170832692,-0.624201345730769,-0.625748835765385,-0.602662209978846,-0.594653821696731,-0.603980630346154,-0.604021241934615,-0.620072357490385,-0.597759277269231,-0.563397629865385,-0.553955283942308,-0.528062809403846,-0.545271851392308,-0.560040228455769,-0.558216448788462,-0.549657087671154,-0.572229390865385,-0.580770578442308,-0.579729235653846,-0.565564986419231,-0.589993104730769,-0.615204011826923,-0.632048470807692,-0.631138437240385,-0.622964167019231,-0.585148040094231,-0.596607177692308,-0.629666958269231,-0.644213097115385
"15",3,"STANDING",-0.53334182914918,-0.563265511627869,-0.565787620206557,-0.562814329232787,-0.539193342118033,-0.529147167721311,-0.509337793036066,-0.505231646639344,-0.47741978282459,-0.496029118329508,-0.50767490522459,-0.543909969327869,-0.556502738918033,-0.566899683147541,-0.553679705180328,-0.53832499895082,-0.54473884357377,-0.545362845327869,-0.539305716047541,-0.531356497922951,-0.546832449262295,-0.555534813203443,-0.589268892098361,-0.595305882885246,-0.593165263919672,-0.586509212734426,-0.59455034552459,-0.564048044901639,-0.568314197672131,-0.588549174229508,-0.57450851904918,-0.555598658111475,-0.579954412114754,-0.548716874631147,-0.576685757659016,-0.589662796672131,-0.60386139142623,-0.599536256868852,-0.555547493342623,-0.557502526163934,-0.58175144342623,-0.571475553,-0.538683348062295,-0.528486694588525,-0.544676368373771,-0.572151917078689,-0.5835289223,-0.580337047098361,-0.602757884540984,-0.607153124754098,-0.60784507827541,-0.623986787029508,-0.630379971491803,-0.644007359606557,-0.641969919693443,-0.643364363355738,-0.646997940060656,-0.651635968683607,-0.638434734868852,-0.632316480388525,-0.62018790602459,-0.602614111568852,-0.604673397934754,-0.624538367144262,-0.635114810081967,-0.62316772564918
"16",3,"WALKING",-0.558969715051724,-0.583548984667241,-0.571868893172414,-0.573984704174138,-0.5657842124,-0.578508727753448,-0.61604888312069,-0.572228742005172,-0.570156989893103,-0.587308190394828,-0.551769968346552,-0.526286163981034,-0.529075959691379,-0.539654401603448,-0.554540598446552,-0.548618268594828,-0.55524309657931,-0.555115646018966,-0.574633120205172,-0.575812397913793,-0.554288603965517,-0.559650314931034,-0.525348768067414,-0.523127292525862,-0.525362837758621,-0.53003123402069,-0.498411802689655,-0.52833595927069,-0.506073735793103,-0.508737902344828,-0.508797866517241,-0.518501159272414,-0.507568449784483,-0.515624868322414,-0.50167354507069,-0.494314648846552,-0.500837902177586,-0.515532594844828,-0.526575661637931,-0.527548257982759,-0.532181516105172,-0.541954007310345,-0.514307043706897,-0.520889530724138,-0.526580736777586,-0.541026395224138,-0.528382736017241,-0.547927249574138,-0.542237607413793,-0.539078559258621,-0.535305728913793,-0.530289264786207,-0.543294024137931,-0.544588635155172,-0.52238890957069,-0.538577986517241,-0.546345756896552,-0.536070121113793,-0.527598049603448,-0.518966999815517,-0.538810154431035,-0.54461966267931,-0.532822193789655,-0.520116506451724,-0.526240062343103,-0.526138428482759
"17",3,"WALKING_DOWNSTAIRS",-0.580625873865306,-0.585387953714286,-0.560171499713061,-0.531843948836735,-0.545620803530612,-0.533638433265306,-0.538005456489796,-0.569476731142857,-0.561252441571429,-0.578324699897959,-0.575667947530612,-0.579251326408163,-0.588419616702041,-0.620215653297959,-0.592329940885714,-0.606468497612245,-0.597182886204082,-0.603424772693878,-0.609278228346939,-0.600781478365306,-0.571217549646939,-0.555907208941633,-0.580329020520408,-0.606642068342857,-0.622473571085714,-0.609503877404082,-0.588639530346939,-0.59738271355102,-0.599539427585714,-0.541760322285714,-0.545494152673469,-0.532884067387755,-0.51874600855102,-0.503173712238775,-0.476764372020408,-0.502498036795918,-0.528619933171429,-0.584939469387755,-0.587763005020408,-0.568293674693878,-0.533156726938775,-0.533736478510204,-0.545758019495918,-0.550904037387755,-0.579682490122449,-0.552159229265306,-0.555625085183673,-0.55620916134898,-0.563695227807551,-0.545467867469388,-0.594850222226531,-0.593684870795918,-0.60783599755102,-0.617061184612245,-0.59890855455102,-0.599507907857143,-0.58314322644898,-0.590691594489796,-0.595219273612245,-0.589334216183673,-0.602024939918367,-0.592211739632653,-0.600692557728571,-0.595847669428571,-0.579563518873469,-0.595985539469388
"18",3,"WALKING_UPSTAIRS",-0.131209439491525,-0.125816164237288,-0.100053163779661,-0.0971579955010169,-0.112460085610169,-0.130189861559322,-0.107535747940678,-0.104644296525424,-0.0831277529355932,-0.109630794949153,-0.103102143305085,-0.0993202135237288,-0.082280834049661,-0.0979007994440678,-0.120617108322034,-0.107817536186441,-0.119870030984407,-0.146254713016949,-0.149695496311017,-0.134950727152542,-0.100176591355932,-0.103907440822034,-0.0742992528305085,-0.075789221559322,-0.0774033601118644,-0.0729448891508475,-0.0751488967694915,-0.0606863581949153,-0.0616247916440678,-0.0746413623033898,-0.0828474628305085,-0.0817537458135593,-0.118842131398814,-0.119627112623729,-0.11294930650678,-0.110634726457966,-0.0975552221249153,-0.123946245689831,-0.137922303949153,-0.166594776135593,-0.15230853469661,-0.142730547744068,-0.144308048033898,-0.160405372310169,-0.160367737864407,-0.137496401372881,-0.169485384041356,-0.146091013254237,-0.141084571128814,-0.152424807033898,-0.112818973440678,-0.0859788453191525,-0.103536277018644,-0.118503116169492,-0.122930784847458,-0.138645431420339,-0.142237316067797,-0.145816406750847,-0.148241305669492,-0.142568949898305,-0.136684215086441,-0.137413009389831,-0.141969603372881,-0.159899512050339,-0.159912325571356,-0.130464412542373
"19",4,"LAYING",-0.279017566996296,-0.275889657392593,-0.259510449185185,-0.248818683790741,-0.254788038694444,-0.251413187598148,-0.257001811028889,-0.260217149977778,-0.264743952571296,-0.250301942912963,-0.244375521674074,-0.226593558396296,-0.230614397303704,-0.235082876962963,-0.22868237022037,-0.224718157835185,-0.197682098383333,-0.216335356335185,-0.203666942883333,-0.184813580783333,-0.185408980722222,-0.184590007444444,-0.186776307911111,-0.184512389459259,-0.173397434331481,-0.174607775574074,-0.179977404981481,-0.191682924777778,-0.201071121442593,-0.215383058971296,-0.210131070605556,-0.206584958722222,-0.220470392851852,-0.20329006137037,-0.201803477,-0.225407262166667,-0.212531974404259,-0.20429053595,-0.215761902712963,-0.208243208433333,-0.197751569457407,-0.193811756822037,-0.185946890398148,-0.238141911764815,-0.24460539587037,-0.227912651164815,-0.216757698572222,-0.210176720083333,-0.229109105,-0.227780487953704,-0.23146597332037,-0.226550689294444,-0.229825725111111,-0.235137689077778,-0.184117182481481,-0.197181502148148,-0.177753230814815,-0.190624855388889,-0.206962683466667,-0.242799203692222,-0.2517298046,-0.226908276331481,-0.2478005902245,-0.243396866596296,-0.228079958444444,-0.23029202515
"20",4,"SITTING",-0.53015853962,-0.515977430034,-0.523158182926,-0.490581223204,-0.48502919502,-0.44813835164,-0.47314760288,-0.51576118838,-0.50134908488,-0.48936375354,-0.50780805986,-0.47106022804,-0.47349013432,-0.45082790136,-0.47181809306,-0.46660828954,-0.46285652624,-0.46641141628,-0.47793389512,-0.49255957334,-0.48145921024,-0.46969633192,-0.46426955992,-0.49403299118,-0.48784956682,-0.4945754025,-0.4909232898,-0.48707647178,-0.4895958166,-0.47611398546,-0.45909863758,-0.46825361348,-0.49293384514,-0.49200658692,-0.485223916982,-0.490837669116,-0.497492697038,-0.523986398268,-0.52116945039,-0.50852532108,-0.50364639136,-0.45036925586,-0.4761522229,-0.48627158924,-0.49330462542,-0.48813923654,-0.4898680656,-0.48499103688,-0.4792386449,-0.46573994284,-0.493868234,-0.48555287674,-0.47199005174,-0.44724449436,-0.48237744488,-0.49999169686,-0.47164415434,-0.47748273298,-0.51029446414,-0.50742464152,-0.50663612882,-0.510741704038,-0.501727497508,-0.501889264692,-0.49985466148,-0.4907661997
